unit_id,variant_id,shift_id,sequence_number,start_time_s
UNIT-000495,SEDAN,SHIFT_2,495,29700.0
UNIT-000496,SEDAN,SHIFT_2,496,29760.0
UNIT-000497,SEDAN,SHIFT_2,497,29820.0
UNIT-000498,SEDAN,SHIFT_2,498,29880.0
UNIT-000499,SEDAN,SHIFT_2,499,29940.0
UNIT-000500,SEDAN,SHIFT_2,500,30000.0
UNIT-000501,SEDAN,SHIFT_2,501,30060.0
UNIT-000502,SEDAN,SHIFT_2,502,30120.0
UNIT-000503,SUV,SHIFT_2,503,30180.0
UNIT-000504,SUV,SHIFT_2,504,30240.0
UNIT-000505,SEDAN,SHIFT_2,505,30300.0
UNIT-000506,SUV,SHIFT_2,506,30360.0
UNIT-000507,SEDAN,SHIFT_2,507,30420.0
UNIT-000508,SUV,SHIFT_2,508,30480.0
UNIT-000509,SEDAN,SHIFT_2,509,30540.0
UNIT-000510,SUV,SHIFT_2,510,30600.0
UNIT-000511,SUV,SHIFT_2,511,30660.0
UNIT-000512,SEDAN,SHIFT_2,512,30720.0
UNIT-000513,SEDAN,SHIFT_2,513,30780.0
UNIT-000514,SUV,SHIFT_2,514,30840.0
UNIT-000515,SUV,SHIFT_2,515,30900.0
UNIT-000516,SUV,SHIFT_2,516,30960.0
UNIT-000517,SEDAN,SHIFT_2,517,31020.0
UNIT-000518,SEDAN,SHIFT_2,518,31080.0
UNIT-000519,SEDAN,SHIFT_2,519,31140.0
UNIT-000520,SEDAN,SHIFT_2,520,31200.0
UNIT-000521,SEDAN,SHIFT_2,521,31260.0
UNIT-000522,SEDAN,SHIFT_2,522,31320.0
UNIT-000523,SEDAN,SHIFT_2,523,31380.0
UNIT-000524,SEDAN,SHIFT_2,524,31440.0
UNIT-000525,SUV,SHIFT_2,525,31500.0
UNIT-000526,SEDAN,SHIFT_2,526,31560.0
UNIT-000527,SUV,SHIFT_2,527,31620.0
UNIT-000528,SUV,SHIFT_2,528,31680.0
UNIT-000529,SUV,SHIFT_2,529,31740.0
UNIT-000530,SEDAN,SHIFT_2,530,31800.0
UNIT-000531,SUV,SHIFT_2,531,31860.0
UNIT-000532,SEDAN,SHIFT_2,532,31920.0
UNIT-000533,SEDAN,SHIFT_2,533,31980.0
UNIT-000534,SEDAN,SHIFT_2,534,32040.0
UNIT-000535,SUV,SHIFT_2,535,32100.0
UNIT-000536,SUV,SHIFT_2,536,32160.0
UNIT-000537,SEDAN,SHIFT_2,537,32220.0
UNIT-000538,SEDAN,SHIFT_2,538,32280.0
UNIT-000539,SEDAN,SHIFT_2,539,32340.0
UNIT-000540,SEDAN,SHIFT_2,540,32400.0
UNIT-000541,SEDAN,SHIFT_2,541,32460.0
UNIT-000542,SEDAN,SHIFT_2,542,32520.0
UNIT-000543,SUV,SHIFT_2,543,32580.0
UNIT-000544,SUV,SHIFT_2,544,32640.0
UNIT-000545,SUV,SHIFT_2,545,32700.0
UNIT-000546,SEDAN,SHIFT_2,546,32760.0
UNIT-000547,SUV,SHIFT_2,547,32820.0
UNIT-000548,SEDAN,SHIFT_2,548,32880.0
UNIT-000549,SUV,SHIFT_2,549,32940.0
UNIT-000550,SEDAN,SHIFT_2,550,33000.0
UNIT-000551,SEDAN,SHIFT_2,551,33060.0
UNIT-000552,SEDAN,SHIFT_2,552,33120.0
UNIT-000553,SEDAN,SHIFT_2,553,33180.0
UNIT-000554,SEDAN,SHIFT_2,554,33240.0
UNIT-000555,SEDAN,SHIFT_2,555,33300.0
UNIT-000556,SUV,SHIFT_2,556,33360.0
UNIT-000557,SUV,SHIFT_2,557,33420.0
UNIT-000558,SUV,SHIFT_2,558,33480.0
UNIT-000559,SUV,SHIFT_2,559,33540.0
UNIT-000560,SUV,SHIFT_2,560,33600.0
UNIT-000561,SUV,SHIFT_2,561,33660.0
UNIT-000562,SEDAN,SHIFT_2,562,33720.0
UNIT-000563,SEDAN,SHIFT_2,563,33780.0
UNIT-000564,SEDAN,SHIFT_2,564,33840.0
UNIT-000565,SEDAN,SHIFT_2,565,33900.0
UNIT-000566,SUV,SHIFT_2,566,33960.0
UNIT-000567,SUV,SHIFT_2,567,34020.0
UNIT-000568,SEDAN,SHIFT_2,568,34080.0
UNIT-000569,SEDAN,SHIFT_2,569,34140.0
UNIT-000570,SEDAN,SHIFT_2,570,34200.0
UNIT-000571,SEDAN,SHIFT_2,571,34260.0
UNIT-000572,SEDAN,SHIFT_2,572,34320.0
UNIT-000573,SUV,SHIFT_2,573,34380.0
UNIT-000574,SUV,SHIFT_2,574,34440.0
UNIT-000575,SEDAN,SHIFT_2,575,34500.0
UNIT-000576,SUV,SHIFT_2,576,34560.0
UNIT-000577,SUV,SHIFT_2,577,34620.0
UNIT-000578,SUV,SHIFT_2,578,34680.0
UNIT-000579,SEDAN,SHIFT_2,579,34740.0
UNIT-000580,SEDAN,SHIFT_2,580,34800.0
UNIT-000581,SEDAN,SHIFT_2,581,34860.0
UNIT-000582,SEDAN,SHIFT_2,582,34920.0
UNIT-000583,SEDAN,SHIFT_2,583,34980.0
UNIT-000584,SEDAN,SHIFT_2,584,35040.0
UNIT-000585,SUV,SHIFT_2,585,35100.0
UNIT-000586,SEDAN,SHIFT_2,586,35160.0
UNIT-000587,SEDAN,SHIFT_2,587,35220.0
UNIT-000588,SEDAN,SHIFT_2,588,35280.0
UNIT-000589,SEDAN,SHIFT_2,589,35340.0
UNIT-000590,SUV,SHIFT_2,590,35400.0
UNIT-000591,SEDAN,SHIFT_2,591,35460.0
UNIT-000592,SEDAN,SHIFT_2,592,35520.0
UNIT-000593,SUV,SHIFT_2,593,35580.0
UNIT-000594,SUV,SHIFT_2,594,35640.0
UNIT-000595,SEDAN,SHIFT_2,595,35700.0
UNIT-000596,SEDAN,SHIFT_2,596,35760.0
UNIT-000597,SUV,SHIFT_2,597,35820.0
UNIT-000598,SEDAN,SHIFT_2,598,35880.0
UNIT-000599,SUV,SHIFT_2,599,35940.0
UNIT-000600,SEDAN,SHIFT_2,600,36000.0
UNIT-000601,SUV,SHIFT_2,601,36060.0
UNIT-000602,SUV,SHIFT_2,602,36120.0
UNIT-000603,SUV,SHIFT_2,603,36180.0
UNIT-000604,SEDAN,SHIFT_2,604,36240.0
UNIT-000605,SUV,SHIFT_2,605,36300.0
UNIT-000606,SUV,SHIFT_2,606,36360.0
UNIT-000607,SEDAN,SHIFT_2,607,36420.0
UNIT-000608,SEDAN,SHIFT_2,608,36480.0
UNIT-000609,SEDAN,SHIFT_2,609,36540.0
UNIT-000610,SEDAN,SHIFT_2,610,36600.0
UNIT-000611,SEDAN,SHIFT_2,611,36660.0
UNIT-000612,SEDAN,SHIFT_2,612,36720.0
UNIT-000613,SUV,SHIFT_2,613,36780.0
UNIT-000614,SEDAN,SHIFT_2,614,36840.0
UNIT-000615,SUV,SHIFT_2,615,36900.0
UNIT-000616,SEDAN,SHIFT_2,616,36960.0
UNIT-000617,SEDAN,SHIFT_2,617,37020.0
UNIT-000618,SEDAN,SHIFT_2,618,37080.0
UNIT-000619,SUV,SHIFT_2,619,37140.0
UNIT-000620,SEDAN,SHIFT_2,620,37200.0
UNIT-000621,SEDAN,SHIFT_2,621,37260.0
UNIT-000622,SUV,SHIFT_2,622,37320.0
UNIT-000623,SUV,SHIFT_2,623,37380.0
UNIT-000624,SEDAN,SHIFT_2,624,37440.0
UNIT-000625,SUV,SHIFT_2,625,37500.0
UNIT-000626,SUV,SHIFT_2,626,37560.0
UNIT-000627,SUV,SHIFT_2,627,37620.0
UNIT-000628,SUV,SHIFT_2,628,37680.0
UNIT-000629,SEDAN,SHIFT_2,629,37740.0
UNIT-000630,SEDAN,SHIFT_2,630,37800.0
UNIT-000631,SUV,SHIFT_2,631,37860.0
UNIT-000632,SEDAN,SHIFT_2,632,37920.0
UNIT-000633,SEDAN,SHIFT_2,633,37980.0
UNIT-000634,SEDAN,SHIFT_2,634,38040.0
UNIT-000635,SEDAN,SHIFT_2,635,38100.0
UNIT-000636,SUV,SHIFT_2,636,38160.0
UNIT-000637,SUV,SHIFT_2,637,38220.0
UNIT-000638,SEDAN,SHIFT_2,638,38280.0
UNIT-000639,SUV,SHIFT_2,639,38340.0
UNIT-000640,SUV,SHIFT_2,640,38400.0
UNIT-000641,SUV,SHIFT_2,641,38460.0
UNIT-000642,SUV,SHIFT_2,642,38520.0
UNIT-000643,SEDAN,SHIFT_2,643,38580.0
UNIT-000644,SEDAN,SHIFT_2,644,38640.0
UNIT-000645,SEDAN,SHIFT_2,645,38700.0
UNIT-000646,SEDAN,SHIFT_2,646,38760.0
UNIT-000647,SEDAN,SHIFT_2,647,38820.0
UNIT-000648,SEDAN,SHIFT_2,648,38880.0
UNIT-000649,SEDAN,SHIFT_2,649,38940.0
UNIT-000650,SUV,SHIFT_2,650,39000.0
UNIT-000651,SEDAN,SHIFT_2,651,39060.0
UNIT-000652,SEDAN,SHIFT_2,652,39120.0
UNIT-000653,SUV,SHIFT_2,653,39180.0
UNIT-000654,SUV,SHIFT_2,654,39240.0
UNIT-000655,SUV,SHIFT_2,655,39300.0
UNIT-000656,SEDAN,SHIFT_2,656,39360.0
UNIT-000657,SUV,SHIFT_2,657,39420.0
UNIT-000658,SEDAN,SHIFT_2,658,39480.0
UNIT-000659,SEDAN,SHIFT_2,659,39540.0
UNIT-000660,SUV,SHIFT_2,660,39600.0
UNIT-000661,SUV,SHIFT_2,661,39660.0
UNIT-000662,SEDAN,SHIFT_2,662,39720.0
UNIT-000663,SEDAN,SHIFT_2,663,39780.0
UNIT-000664,SUV,SHIFT_2,664,39840.0
UNIT-000665,SUV,SHIFT_2,665,39900.0
UNIT-000666,SEDAN,SHIFT_2,666,39960.0
UNIT-000667,SUV,SHIFT_2,667,40020.0
UNIT-000668,SEDAN,SHIFT_2,668,40080.0
UNIT-000669,SEDAN,SHIFT_2,669,40140.0
UNIT-000670,SUV,SHIFT_2,670,40200.0
UNIT-000671,SEDAN,SHIFT_2,671,40260.0
UNIT-000672,SEDAN,SHIFT_2,672,40320.0
UNIT-000673,SUV,SHIFT_2,673,40380.0
UNIT-000674,SUV,SHIFT_2,674,40440.0
UNIT-000675,SUV,SHIFT_2,675,40500.0
UNIT-000676,SUV,SHIFT_2,676,40560.0
UNIT-000677,SUV,SHIFT_2,677,40620.0
UNIT-000678,SEDAN,SHIFT_2,678,40680.0
UNIT-000679,SEDAN,SHIFT_2,679,40740.0
UNIT-000680,SEDAN,SHIFT_2,680,40800.0
UNIT-000681,SEDAN,SHIFT_2,681,40860.0
UNIT-000682,SEDAN,SHIFT_2,682,40920.0
UNIT-000683,SEDAN,SHIFT_2,683,40980.0
UNIT-000684,SUV,SHIFT_2,684,41040.0
UNIT-000685,SEDAN,SHIFT_2,685,41100.0
UNIT-000686,SUV,SHIFT_2,686,41160.0
UNIT-000687,SEDAN,SHIFT_2,687,41220.0
UNIT-000688,SUV,SHIFT_2,688,41280.0
UNIT-000689,SEDAN,SHIFT_2,689,41340.0
UNIT-000690,SEDAN,SHIFT_2,690,41400.0
UNIT-000691,SUV,SHIFT_2,691,41460.0
UNIT-000692,SUV,SHIFT_2,692,41520.0
UNIT-000693,SUV,SHIFT_2,693,41580.0
UNIT-000694,SEDAN,SHIFT_2,694,41640.0
UNIT-000695,SEDAN,SHIFT_2,695,41700.0
UNIT-000696,SUV,SHIFT_2,696,41760.0
UNIT-000697,SUV,SHIFT_2,697,41820.0
UNIT-000698,SEDAN,SHIFT_2,698,41880.0
UNIT-000699,SUV,SHIFT_2,699,41940.0
UNIT-000700,SEDAN,SHIFT_2,700,42000.0
UNIT-000701,SEDAN,SHIFT_2,701,42060.0
UNIT-000702,SEDAN,SHIFT_2,702,42120.0
UNIT-000703,SEDAN,SHIFT_2,703,42180.0
UNIT-000704,SEDAN,SHIFT_2,704,42240.0
UNIT-000705,SEDAN,SHIFT_2,705,42300.0
UNIT-000706,SEDAN,SHIFT_2,706,42360.0
UNIT-000707,SEDAN,SHIFT_2,707,42420.0
UNIT-000708,SUV,SHIFT_2,708,42480.0
UNIT-000709,SEDAN,SHIFT_2,709,42540.0
UNIT-000710,SEDAN,SHIFT_2,710,42600.0
UNIT-000711,SUV,SHIFT_2,711,42660.0
UNIT-000712,SEDAN,SHIFT_2,712,42720.0
UNIT-000713,SUV,SHIFT_2,713,42780.0
UNIT-000714,SEDAN,SHIFT_2,714,42840.0
UNIT-000715,SEDAN,SHIFT_2,715,42900.0
UNIT-000716,SUV,SHIFT_2,716,42960.0
UNIT-000717,SUV,SHIFT_2,717,43020.0
UNIT-000718,SEDAN,SHIFT_2,718,43080.0
UNIT-000719,SEDAN,SHIFT_2,719,43140.0
UNIT-000720,SEDAN,SHIFT_2,720,43200.0
UNIT-000721,SEDAN,SHIFT_2,721,43260.0
UNIT-000722,SUV,SHIFT_2,722,43320.0
UNIT-000723,SEDAN,SHIFT_2,723,43380.0
UNIT-000724,SEDAN,SHIFT_2,724,43440.0
UNIT-000725,SUV,SHIFT_2,725,43500.0
UNIT-000726,SEDAN,SHIFT_2,726,43560.0
UNIT-000727,SEDAN,SHIFT_2,727,43620.0
UNIT-000728,SUV,SHIFT_2,728,43680.0
UNIT-000729,SEDAN,SHIFT_2,729,43740.0
UNIT-000730,SUV,SHIFT_2,730,43800.0
UNIT-000731,SEDAN,SHIFT_2,731,43860.0
UNIT-000732,SEDAN,SHIFT_2,732,43920.0
UNIT-000733,SUV,SHIFT_2,733,43980.0
UNIT-000734,SEDAN,SHIFT_2,734,44040.0
UNIT-000735,SUV,SHIFT_2,735,44100.0
UNIT-000736,SEDAN,SHIFT_2,736,44160.0
UNIT-000737,SEDAN,SHIFT_2,737,44220.0
UNIT-000738,SUV,SHIFT_2,738,44280.0
UNIT-000739,SEDAN,SHIFT_2,739,44340.0
UNIT-000740,SUV,SHIFT_2,740,44400.0
UNIT-000741,SEDAN,SHIFT_2,741,44460.0
UNIT-000742,SUV,SHIFT_2,742,44520.0
UNIT-000743,SUV,SHIFT_2,743,44580.0
UNIT-000744,SUV,SHIFT_2,744,44640.0
UNIT-000745,SEDAN,SHIFT_2,745,44700.0
UNIT-000746,SEDAN,SHIFT_2,746,44760.0
UNIT-000747,SEDAN,SHIFT_2,747,44820.0
UNIT-000748,SEDAN,SHIFT_2,748,44880.0
UNIT-000749,SEDAN,SHIFT_2,749,44940.0
UNIT-000750,SEDAN,SHIFT_2,750,45000.0
UNIT-000751,SEDAN,SHIFT_2,751,45060.0
UNIT-000752,SUV,SHIFT_2,752,45120.0
UNIT-000753,SEDAN,SHIFT_2,753,45180.0
UNIT-000754,SEDAN,SHIFT_2,754,45240.0
UNIT-000755,SUV,SHIFT_2,755,45300.0
UNIT-000756,SEDAN,SHIFT_2,756,45360.0
UNIT-000757,SEDAN,SHIFT_2,757,45420.0
UNIT-000758,SEDAN,SHIFT_2,758,45480.0
UNIT-000759,SUV,SHIFT_2,759,45540.0
UNIT-000760,SEDAN,SHIFT_2,760,45600.0
UNIT-000761,SEDAN,SHIFT_2,761,45660.0
UNIT-000762,SEDAN,SHIFT_2,762,45720.0
UNIT-000763,SUV,SHIFT_2,763,45780.0
UNIT-000764,SUV,SHIFT_2,764,45840.0
UNIT-000765,SUV,SHIFT_2,765,45900.0
UNIT-000766,SEDAN,SHIFT_2,766,45960.0
UNIT-000767,SEDAN,SHIFT_2,767,46020.0
UNIT-000768,SEDAN,SHIFT_2,768,46080.0
UNIT-000769,SUV,SHIFT_2,769,46140.0
UNIT-000770,SEDAN,SHIFT_2,770,46200.0
UNIT-000771,SEDAN,SHIFT_2,771,46260.0
UNIT-000772,SEDAN,SHIFT_2,772,46320.0
UNIT-000773,SEDAN,SHIFT_2,773,46380.0
UNIT-000774,SEDAN,SHIFT_2,774,46440.0
UNIT-000775,SEDAN,SHIFT_2,775,46500.0
UNIT-000776,SEDAN,SHIFT_2,776,46560.0
UNIT-000777,SUV,SHIFT_2,777,46620.0
UNIT-000778,SUV,SHIFT_2,778,46680.0
UNIT-000779,SEDAN,SHIFT_2,779,46740.0
UNIT-000780,SEDAN,SHIFT_2,780,46800.0
UNIT-000781,SUV,SHIFT_2,781,46860.0
UNIT-000782,SUV,SHIFT_2,782,46920.0
UNIT-000783,SEDAN,SHIFT_2,783,46980.0
UNIT-000784,SEDAN,SHIFT_2,784,47040.0
UNIT-000785,SEDAN,SHIFT_2,785,47100.0
UNIT-000786,SEDAN,SHIFT_2,786,47160.0
UNIT-000787,SUV,SHIFT_2,787,47220.0
UNIT-000788,SUV,SHIFT_2,788,47280.0
UNIT-000789,SUV,SHIFT_2,789,47340.0
UNIT-000790,SEDAN,SHIFT_2,790,47400.0
UNIT-000791,SUV,SHIFT_2,791,47460.0
UNIT-000792,SEDAN,SHIFT_2,792,47520.0
UNIT-000793,SEDAN,SHIFT_2,793,47580.0
UNIT-000794,SEDAN,SHIFT_2,794,47640.0
UNIT-000795,SEDAN,SHIFT_2,795,47700.0
UNIT-000796,SUV,SHIFT_2,796,47760.0
UNIT-000797,SEDAN,SHIFT_2,797,47820.0
UNIT-000798,SEDAN,SHIFT_2,798,47880.0
UNIT-000799,SUV,SHIFT_2,799,47940.0
UNIT-000800,SUV,SHIFT_2,800,48000.0
UNIT-000801,SEDAN,SHIFT_2,801,48060.0
UNIT-000802,SUV,SHIFT_2,802,48120.0
UNIT-000803,SUV,SHIFT_2,803,48180.0
UNIT-000804,SUV,SHIFT_2,804,48240.0
UNIT-000805,SUV,SHIFT_2,805,48300.0
UNIT-000806,SEDAN,SHIFT_2,806,48360.0
UNIT-000807,SEDAN,SHIFT_2,807,48420.0
UNIT-000808,SEDAN,SHIFT_2,808,48480.0
UNIT-000809,SUV,SHIFT_2,809,48540.0
UNIT-000810,SEDAN,SHIFT_2,810,48600.0
UNIT-000811,SUV,SHIFT_2,811,48660.0
UNIT-000812,SEDAN,SHIFT_2,812,48720.0
UNIT-000813,SUV,SHIFT_2,813,48780.0
UNIT-000814,SUV,SHIFT_2,814,48840.0
UNIT-000815,SUV,SHIFT_2,815,48900.0
UNIT-000816,SEDAN,SHIFT_2,816,48960.0
UNIT-000817,SEDAN,SHIFT_2,817,49020.0
UNIT-000818,SEDAN,SHIFT_2,818,49080.0
UNIT-000819,SEDAN,SHIFT_2,819,49140.0
UNIT-000820,SEDAN,SHIFT_2,820,49200.0
UNIT-000821,SUV,SHIFT_2,821,49260.0
UNIT-000822,SEDAN,SHIFT_2,822,49320.0
UNIT-000823,SEDAN,SHIFT_2,823,49380.0
UNIT-000824,SEDAN,SHIFT_2,824,49440.0
UNIT-000825,SUV,SHIFT_2,825,49500.0
UNIT-000826,SUV,SHIFT_2,826,49560.0
UNIT-000827,SUV,SHIFT_2,827,49620.0
UNIT-000828,SEDAN,SHIFT_2,828,49680.0
UNIT-000829,SEDAN,SHIFT_2,829,49740.0
UNIT-000830,SEDAN,SHIFT_2,830,49800.0
UNIT-000831,SUV,SHIFT_2,831,49860.0
UNIT-000832,SEDAN,SHIFT_2,832,49920.0
UNIT-000833,SEDAN,SHIFT_2,833,49980.0
UNIT-000834,SUV,SHIFT_2,834,50040.0
UNIT-000835,SUV,SHIFT_2,835,50100.0
UNIT-000836,SEDAN,SHIFT_2,836,50160.0
UNIT-000837,SUV,SHIFT_2,837,50220.0
UNIT-000838,SEDAN,SHIFT_2,838,50280.0
UNIT-000839,SEDAN,SHIFT_2,839,50340.0
UNIT-000840,SEDAN,SHIFT_2,840,50400.0
UNIT-000841,SEDAN,SHIFT_2,841,50460.0
UNIT-000842,SEDAN,SHIFT_2,842,50520.0
UNIT-000843,SEDAN,SHIFT_2,843,50580.0
UNIT-000844,SEDAN,SHIFT_2,844,50640.0
UNIT-000845,SUV,SHIFT_2,845,50700.0
UNIT-000846,SEDAN,SHIFT_2,846,50760.0
UNIT-000847,SEDAN,SHIFT_2,847,50820.0
UNIT-000848,SEDAN,SHIFT_2,848,50880.0
UNIT-000849,SEDAN,SHIFT_2,849,50940.0
UNIT-000850,SEDAN,SHIFT_2,850,51000.0
UNIT-000851,SEDAN,SHIFT_2,851,51060.0
UNIT-000852,SUV,SHIFT_2,852,51120.0
UNIT-000853,SUV,SHIFT_2,853,51180.0
UNIT-000854,SEDAN,SHIFT_2,854,51240.0
UNIT-000855,SUV,SHIFT_2,855,51300.0
UNIT-000856,SEDAN,SHIFT_2,856,51360.0
UNIT-000857,SEDAN,SHIFT_2,857,51420.0
UNIT-000858,SEDAN,SHIFT_2,858,51480.0
UNIT-000859,SUV,SHIFT_2,859,51540.0
UNIT-000860,SEDAN,SHIFT_2,860,51600.0
UNIT-000861,SUV,SHIFT_2,861,51660.0
UNIT-000862,SEDAN,SHIFT_2,862,51720.0
UNIT-000863,SUV,SHIFT_2,863,51780.0
UNIT-000864,SEDAN,SHIFT_2,864,51840.0
UNIT-000865,SUV,SHIFT_2,865,51900.0
UNIT-000866,SEDAN,SHIFT_2,866,51960.0
UNIT-000867,SEDAN,SHIFT_2,867,52020.0
UNIT-000868,SEDAN,SHIFT_2,868,52080.0
UNIT-000869,SUV,SHIFT_2,869,52140.0
UNIT-000870,SEDAN,SHIFT_2,870,52200.0
UNIT-000871,SEDAN,SHIFT_2,871,52260.0
UNIT-000872,SEDAN,SHIFT_2,872,52320.0
UNIT-000873,SEDAN,SHIFT_2,873,52380.0
UNIT-000874,SEDAN,SHIFT_2,874,52440.0
UNIT-000875,SUV,SHIFT_2,875,52500.0
UNIT-000876,SEDAN,SHIFT_2,876,52560.0
UNIT-000877,SEDAN,SHIFT_2,877,52620.0
UNIT-000878,SUV,SHIFT_2,878,52680.0
UNIT-000879,SUV,SHIFT_2,879,52740.0
UNIT-000880,SEDAN,SHIFT_2,880,52800.0
UNIT-000881,SEDAN,SHIFT_2,881,52860.0
UNIT-000882,SUV,SHIFT_2,882,52920.0
UNIT-000883,SUV,SHIFT_2,883,52980.0
UNIT-000884,SUV,SHIFT_2,884,53040.0
UNIT-000885,SEDAN,SHIFT_2,885,53100.0
UNIT-000886,SEDAN,SHIFT_2,886,53160.0
UNIT-000887,SUV,SHIFT_2,887,53220.0
UNIT-000888,SUV,SHIFT_2,888,53280.0
UNIT-000889,SEDAN,SHIFT_2,889,53340.0
UNIT-000890,SUV,SHIFT_2,890,53400.0
UNIT-000891,SUV,SHIFT_2,891,53460.0
UNIT-000892,SUV,SHIFT_2,892,53520.0
UNIT-000893,SEDAN,SHIFT_2,893,53580.0
UNIT-000894,SEDAN,SHIFT_2,894,53640.0
UNIT-000895,SEDAN,SHIFT_2,895,53700.0
UNIT-000896,SUV,SHIFT_2,896,53760.0
UNIT-000897,SEDAN,SHIFT_2,897,53820.0
UNIT-000898,SEDAN,SHIFT_2,898,53880.0
UNIT-000899,SUV,SHIFT_2,899,53940.0
UNIT-000900,SUV,SHIFT_2,900,54000.0
UNIT-000901,SEDAN,SHIFT_2,901,54060.0
UNIT-000902,SEDAN,SHIFT_2,902,54120.0
UNIT-000903,SEDAN,SHIFT_2,903,54180.0
UNIT-000904,SEDAN,SHIFT_2,904,54240.0
UNIT-000905,SUV,SHIFT_2,905,54300.0
UNIT-000906,SEDAN,SHIFT_2,906,54360.0
UNIT-000907,SEDAN,SHIFT_2,907,54420.0
UNIT-000908,SUV,SHIFT_2,908,54480.0
UNIT-000909,SEDAN,SHIFT_2,909,54540.0
UNIT-000910,SEDAN,SHIFT_2,910,54600.0
UNIT-000911,SUV,SHIFT_2,911,54660.0
UNIT-000912,SEDAN,SHIFT_2,912,54720.0
UNIT-000913,SEDAN,SHIFT_2,913,54780.0
UNIT-000914,SEDAN,SHIFT_2,914,54840.0
UNIT-000915,SEDAN,SHIFT_2,915,54900.0
UNIT-000916,SEDAN,SHIFT_2,916,54960.0
UNIT-000917,SUV,SHIFT_2,917,55020.0
UNIT-000918,SUV,SHIFT_2,918,55080.0
UNIT-000919,SEDAN,SHIFT_2,919,55140.0
UNIT-000920,SEDAN,SHIFT_2,920,55200.0
UNIT-000921,SEDAN,SHIFT_2,921,55260.0
UNIT-000922,SUV,SHIFT_2,922,55320.0
UNIT-000923,SEDAN,SHIFT_2,923,55380.0
UNIT-000924,SUV,SHIFT_2,924,55440.0
UNIT-000925,SEDAN,SHIFT_2,925,55500.0
UNIT-000926,SEDAN,SHIFT_2,926,55560.0
UNIT-000927,SUV,SHIFT_2,927,55620.0
UNIT-000928,SUV,SHIFT_2,928,55680.0
UNIT-000929,SEDAN,SHIFT_2,929,55740.0
UNIT-000930,SEDAN,SHIFT_2,930,55800.0
UNIT-000931,SEDAN,SHIFT_2,931,55860.0
UNIT-000932,SUV,SHIFT_2,932,55920.0
UNIT-000933,SEDAN,SHIFT_2,933,55980.0
UNIT-000934,SUV,SHIFT_2,934,56040.0
UNIT-000935,SUV,SHIFT_2,935,56100.0
UNIT-000936,SEDAN,SHIFT_2,936,56160.0
UNIT-000937,SUV,SHIFT_2,937,56220.0
UNIT-000938,SEDAN,SHIFT_2,938,56280.0
UNIT-000939,SEDAN,SHIFT_2,939,56340.0
UNIT-000940,SEDAN,SHIFT_2,940,56400.0
UNIT-000941,SUV,SHIFT_2,941,56460.0
UNIT-000942,SUV,SHIFT_2,942,56520.0
UNIT-000943,SEDAN,SHIFT_2,943,56580.0
UNIT-000944,SEDAN,SHIFT_2,944,56640.0
UNIT-000945,SEDAN,SHIFT_2,945,56700.0
UNIT-000946,SEDAN,SHIFT_2,946,56760.0
UNIT-000947,SEDAN,SHIFT_2,947,56820.0
UNIT-000948,SEDAN,SHIFT_2,948,56880.0
UNIT-000949,SEDAN,SHIFT_2,949,56940.0
UNIT-000950,SUV,SHIFT_2,950,57000.0
UNIT-000951,SUV,SHIFT_2,951,57060.0
UNIT-000952,SEDAN,SHIFT_2,952,57120.0
UNIT-000953,SEDAN,SHIFT_2,953,57180.0
UNIT-000954,SUV,SHIFT_2,954,57240.0
UNIT-000955,SUV,SHIFT_2,955,57300.0
UNIT-000956,SUV,SHIFT_2,956,57360.0
UNIT-000957,SEDAN,SHIFT_2,957,57420.0
UNIT-000958,SEDAN,SHIFT_2,958,57480.0
UNIT-000959,SUV,SHIFT_2,959,57540.0
UNIT-000960,SUV,SHIFT_1,960,57600.0
UNIT-000961,SEDAN,SHIFT_1,961,57660.0
UNIT-000962,SUV,SHIFT_1,962,57720.0
UNIT-000963,SEDAN,SHIFT_1,963,57780.0
UNIT-000964,SEDAN,SHIFT_1,964,57840.0
UNIT-000965,SEDAN,SHIFT_1,965,57900.0
UNIT-000966,SUV,SHIFT_1,966,57960.0
UNIT-000967,SEDAN,SHIFT_1,967,58020.0
UNIT-000968,SUV,SHIFT_1,968,58080.0
UNIT-000969,SEDAN,SHIFT_1,969,58140.0
UNIT-000970,SEDAN,SHIFT_1,970,58200.0
UNIT-000971,SUV,SHIFT_1,971,58260.0
UNIT-000972,SUV,SHIFT_1,972,58320.0
UNIT-000973,SEDAN,SHIFT_1,973,58380.0
UNIT-000974,SUV,SHIFT_1,974,58440.0
UNIT-000975,SEDAN,SHIFT_1,975,58500.0
UNIT-000976,SEDAN,SHIFT_1,976,58560.0
UNIT-000977,SEDAN,SHIFT_1,977,58620.0
UNIT-000978,SEDAN,SHIFT_1,978,58680.0
UNIT-000979,SEDAN,SHIFT_1,979,58740.0
UNIT-000980,SUV,SHIFT_1,980,58800.0
UNIT-000981,SUV,SHIFT_1,981,58860.0
UNIT-000982,SEDAN,SHIFT_1,982,58920.0
UNIT-000983,SEDAN,SHIFT_1,983,58980.0
UNIT-000984,SEDAN,SHIFT_1,984,59040.0
UNIT-000985,SEDAN,SHIFT_1,985,59100.0
UNIT-000986,SUV,SHIFT_1,986,59160.0
UNIT-000987,SUV,SHIFT_1,987,59220.0
UNIT-000988,SEDAN,SHIFT_1,988,59280.0
UNIT-000989,SUV,SHIFT_1,989,59340.0
